player_id,name,team,statistic,value,year,league
bondsba01,Barry Bonds,San Francisco,Base on Balls,198,2002,National
bondsba01,Barry Bonds,San Francisco,Batting Average,.370,2002,National
abreubo01,Bobby Abreu,Philadelphia,Doubles,50,2002,National
guerrvl01,Vladimir Guerrero,Montreal,Hits,206,2002,National
sosasa01,Sammy Sosa,Chicago,Home Runs,49,2002,National
bondsba01,Barry Bonds,San Francisco,On Base Percentage,.582,2002,National
berkmla01,Lance Berkman,Houston,RBI,128,2002,National
sosasa01,Sammy Sosa,Chicago,Runs,122,2002,National
bondsba01,Barry Bonds,San Francisco,Slugging Average,.799,2002,National
castilu01,Luis Castillo,Florida,Stolen Bases,48,2002,National
guerrvl01,Vladimir Guerrero,Montreal,Total Bases,364,2002,National
rolliji01,Jimmy Rollins,Philadelphia,Triples,10,2002,National
giambja01,Jason Giambi,New York,Base on Balls,129,2003,American
muellbi02,Bill Mueller,Boston,Batting Average,.326,2003,American
anderga01,Garret Anderson,Anaheim,Doubles,49,2003,American
wellsve01,Vernon Wells,Toronto,Doubles,49,2003,American
wellsve01,Vernon Wells,Toronto,Hits,215,2003,American
rodrial01,Alex Rodriguez,Texas,Home Runs,47,2003,American
ramirma02,Manny Ramirez,Boston,On Base Percentage,.427,2003,American
delgaca01,Carlos Delgado,Toronto,RBI,145,2003,American
rodrial01,Alex Rodriguez,Texas,Runs,124,2003,American
rodrial01,Alex Rodriguez,Texas,Slugging Average,.600,2003,American
crawfca02,Carl Crawford,Tampa Bay,Stolen Bases,55,2003,American
wellsve01,Vernon Wells,Toronto,Total Bases,373,2003,American
guzmacr01,Cristian Guzman,Minnesota,Triples,14,2003,American
bondsba01,Barry Bonds,San Francisco,Base on Balls,148,2003,National
pujolal01,Albert Pujols,St. Louis,Batting Average,.359,2003,National
pujolal01,Albert Pujols,St. Louis,Doubles,51,2003,National
pujolal01,Albert Pujols,St. Louis,Hits,212,2003,National
thomeji01,Jim Thome,Philadelphia,Home Runs,47,2003,National
bondsba01,Barry Bonds,San Francisco,On Base Percentage,.529,2003,National
wilsopr01,Preston Wilson,Colorado,RBI,141,2003,National
pujolal01,Albert Pujols,St. Louis,Runs,137,2003,National
bondsba01,Barry Bonds,San Francisco,Slugging Average,.749,2003,National
pierrju01,Juan Pierre,Florida,Stolen Bases,45,2003,National
pujolal01,Albert Pujols,St. Louis,Total Bases,394,2003,National
finlest01,Steve Finley,Arizona,Triples,10,2003,National
furcara02,Rafael Furcal,Atlanta,Triples,10,2003,National
chaveer01,Eric Chavez,Oakland,Base on Balls,95,2004,American
suzukic01,Ichiro Suzuki,Seattle,Batting Average,.372,2004,American
roberbr01,Brian Roberts,Baltimore,Doubles,50,2004,American
suzukic01,Ichiro Suzuki,Seattle,Hits,262,2004,American
ramirma02,Manny Ramirez,Boston,Home Runs,43,2004,American
morame01,Melvin Mora,Baltimore,On Base Percentage,.419,2004,American
tejadmi01,Miguel Tejada,Baltimore,RBI,150,2004,American
guerrvl01,Vladimir Guerrero,Anaheim,Runs,124,2004,American
